,First author,Year,Optional label,doi,concat_label,LiSTAR_affiliated,Host label,Carbon type,Carbon source,Sulfur loading method,Sulfur loading (wt%),Sulfur loading (mg/ cm2),Surface area (cm2/g),Pore volume,Typical pore widths,Pore method,SSA pore measurand,Host conductivity,Host conductivity units,Conductivity method,Conductivity measurand,Binder,Binder content (wt%),Conductive additive,Conductive additive content (wt%),Electrode solvent,Electrode thickness,Electrode thickness method,Sulfur present in XRD,Nitrogen content,Nitrogen units,Oxygen content,Oxygen units,Sulfur content,Sulfur units,Functionalisation method,Other functionalisation method,Electrolyte salt,Salt content,salt_units,LiNO3 content,LiNO3_units,Electrolyte solvent,Electrolyte volume (uL),E/S ratio (uL/g),Separator type,Cell type,Maximum voltage,Minimum voltage,Common voltage range,SEM Host,SEM S/C composite,SEM Electrode,SEM In-situ,SEM Post mortem,XPS Host,XPS S/C composite,XPS Electrode,XPS In-situ,XPS Post mortem,Raman Host,Raman S/C composite,Raman Electrode,Raman In-situ,Raman Post mortem,EDX Host,EDX S/C composite,EDX Electrode,EDX In-situ,EDX Post mortem,TEM Host,TEM S/C composite,TEM Electrode,TEM In-situ,TEM Post mortem,FTIR Host,FTIR S/C composite,FTIR Electrode,FTIR In-situ,FTIR Post mortem,CV (single rate),First cycle,Subsequent cycles,CV (multi rate),Linear peak current vs. v1/2,EIS,Rest time,Min/ Max frequency,ECM,KK/ error
0,Li,2014.0,Sulfur doped MWNTs,10.1016/j.ijhydene.2014.04.047,Li 2014 Sulfur doped MWNTs,False,CNTs,Multiwalled carbon nanotubes,Commercial,Thermal 155 degC 6 hours + increased to 300 degC for 2.75 hours,65.0,0.45-0.55 mg/cm2,,,,,,,,,,PVDF,10.0,Acetylene black,10.0,NMP,,,No data,0.0,at%,0.0,at%,0.0,at%,,,LiTFSI,1.0,M,0.0,M,1:1 DOL DME,0.0,0.0,Celgard 2400,CR2032,2.6,1.5,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False
1,Li,2014.0,Sulfur doped MWNTs,10.1016/j.ijhydene.2014.04.047,Li 2014 Sulfur doped MWNTs,False,N-CNTs,Multiwalled carbon nanotubes,grown using CVD,Thermal 155 degC 6 hours + increased to 300 degC for 2.75 hours,60.0,0.45-0.55 mg/cm2,,,,,,,,,,PVDF,10.0,Acetylene black,10.0,NMP,,,True,2.34,at%,0.0,at%,0.0,at%,In precursor,,LiTFSI,1.0,M,0.0,M,1:1 DOL DME,0.0,0.0,Celgard 2400,CR2032,2.6,1.5,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False
